county_fips_code,daily_change_cases_max,daily_change_deaths_max,daily_change_cases_mean,daily_change_deaths_mean,weekly_change_cases_max,weekly_change_deaths_max,weekly_change_cases_mean,weekly_change_deaths_mean,monthly_change_cases_max,monthly_change_deaths_max,monthly_change_cases_mean,monthly_change_deaths_mean,total_change_cases,total_change_deaths
1127,54.0,6.0,12.49074074074074,0.4305555555555556,182.0,20.0,88.24285714285715,3.066666666666667,632.0,47.0,389.19786096256684,14.165775401069519,2699.0,93.0
1129,60.0,3.0,2.8930232558139535,0.05581395348837209,139.0,3.0,20.669856459330145,0.4019138755980861,306.0,6.0,93.52150537634408,1.8763440860215055,623.0,12.0
1131,16.0,1.0,2.657142857142857,0.05714285714285714,52.0,3.0,19.004901960784313,0.4117647058823529,145.0,7.0,86.43093922651934,1.839779005524862,559.0,12.0
1133,19.0,2.0,4.346153846153846,0.0625,76.0,4.0,30.683168316831683,0.4504950495049505,204.0,8.0,133.23463687150837,2.0614525139664805,906.0,13.0
2013,6.0,0.0,0.1044776119402985,0.0,6.0,0.0,0.7578125,0.0,10.0,0.0,3.342857142857143,0.0,15.0,0.0
2016,36.0,0.0,0.6834532374100719,0.0,79.0,0.0,4.984962406015038,0.0,85.0,0.0,25.081818181818182,0.0,98.0,0.0
2020,158.0,4.0,29.766816143497756,0.18834080717488788,768.0,8.0,202.8663594470046,1.3225806451612903,2618.0,14.0,797.4639175257732,5.453608247422681,6639.0,42.0
2050,25.0,1.0,1.3908629441624365,0.005076142131979695,81.0,1.0,9.188481675392671,0.015706806282722512,174.0,1.0,29.107142857142858,0.15476190476190477,275.0,1.0
2060,16.0,0.0,0.5208333333333334,0.0,23.0,0.0,3.7971014492753623,0.0,59.0,0.0,18.617391304347827,0.0,76.0,0.0
2068,3.0,0.0,0.19491525423728814,0.0,7.0,0.0,1.2410714285714286,0.0,18.0,0.0,4.449438202247191,0.0,24.0,0.0
2070,13.0,0.0,0.3076923076923077,0.0,16.0,0.0,1.948905109489051,0.0,21.0,0.0,7.447368421052632,0.0,45.0,0.0
2090,67.0,1.0,8.61187214611872,0.0593607305936073,281.0,3.0,59.117370892018776,0.4131455399061033,863.0,5.0,221.2578947368421,1.6894736842105262,1888.0,13.0
2100,3.0,0.0,0.07462686567164178,0.0,4.0,0.0,0.5859375,0.0,6.0,0.0,1.9904761904761905,0.0,11.0,0.0
2110,23.0,2.0,2.1556603773584904,0.009433962264150943,50.0,2.0,14.946601941747574,0.06796116504854369,158.0,2.0,62.87978142076503,0.14754098360655737,458.0,2.0
2122,40.0,1.0,3.608294930875576,0.004608294930875576,153.0,1.0,24.61611374407583,0.037914691943127965,279.0,1.0,105.20212765957447,0.16489361702127658,784.0,1.0
2130,4.0,0.0,0.3532110091743119,0.0,11.0,0.0,2.410377358490566,0.0,22.0,0.0,9.571428571428571,0.0,78.0,0.0
2150,14.0,0.0,0.48936170212765956,0.0,23.0,0.0,3.4395604395604398,0.0,43.0,0.0,14.534591194968554,0.0,93.0,0.0
2158,3.0,0.0,0.2545454545454545,0.0,9.0,0.0,1.7211538461538463,0.0,18.0,0.0,5.703703703703703,0.0,29.0,0.0
2164,2.0,0.0,0.028985507246376812,0.0,2.0,0.0,0.21212121212121213,0.0,3.0,0.0,0.8165137614678899,0.0,5.0,0.0
2170,24.0,1.0,4.283018867924528,0.009433962264150943,131.0,1.0,28.87864077669903,0.08737864077669903,320.0,1.0,115.50819672131148,0.30601092896174864,910.0,2.0
2180,12.0,0.0,0.6084656084656085,0.0,23.0,0.0,4.262295081967213,0.0,57.0,0.0,17.13125,0.0,116.0,0.0
2185,17.0,0.0,1.5136986301369864,0.0,47.0,0.0,10.357142857142858,0.0,128.0,0.0,40.598290598290596,0.0,222.0,0.0
2188,16.0,0.0,1.4090909090909092,0.0,46.0,0.0,9.905405405405405,0.0,132.0,0.0,37.112,0.0,218.0,0.0
2195,3.0,0.0,0.06565656565656566,0.0,3.0,0.0,0.4427083333333333,0.0,6.0,0.0,1.6568047337278107,0.0,14.0,0.0
2198,4.0,0.0,0.16580310880829016,0.0,9.0,0.0,1.1764705882352942,0.0,21.0,0.0,5.402439024390244,0.0,33.0,0.0
